GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20
00730,ZCTA5 00730,72113,Ponce Municipio
00731,ZCTA5 00731,72001,Adjuntas Municipio
00731,ZCTA5 00731,72113,Ponce Municipio
00735,ZCTA5 00735,72037,Ceiba Municipio
00735,ZCTA5 00735,72103,Naguabo Municipio
00736,ZCTA5 00736,72035,Cayey Municipio
00736,ZCTA5 00736,72041,Cidra Municipio
00738,ZCTA5 00738,72037,Ceiba Municipio
00738,ZCTA5 00738,72053,Fajardo Municipio
00739,ZCTA5 00739,72041,Cidra Municipio
00740,ZCTA5 00740,72053,Fajardo Municipio
00741,ZCTA5 00741,72069,Humacao Municipio
00745,ZCTA5 00745,72029,Canóvanas Municipio
00745,ZCTA5 00745,72119,Río Grande Municipio
00751,ZCTA5 00751,72035,Cayey Municipio
00751,ZCTA5 00751,72123,Salinas Municipio
00754,ZCTA5 00754,72129,San Lorenzo Municipio
00757,ZCTA5 00757,72133,Santa Isabel Municipio
00765,ZCTA5 00765,72147,Vieques Municipio
00766,ZCTA5 00766,72107,Orocovis Municipio
00766,ZCTA5 00766,72149,Villalba Municipio
00767,ZCTA5 00767,72069,Humacao Municipio
00767,ZCTA5 00767,72151,Yabucoa Municipio
00769,ZCTA5 00769,72043,Coamo Municipio
00769,ZCTA5 00769,72133,Santa Isabel Municipio
00771,ZCTA5 00771,72069,Humacao Municipio
00771,ZCTA5 00771,72085,Las Piedras Municipio
00772,ZCTA5 00772,72087,Loíza Municipio
00773,ZCTA5 00773,72089,Luquillo Municipio
00775,ZCTA5 00775,72049,Culebra Municipio
00777,ZCTA5 00777,72029,Canóvanas Municipio
00777,ZCTA5 00777,72063,Gurabo Municipio
00777,ZCTA5 00777,72077,Juncos Municipio
00777,ZCTA5 00777,72085,Las Piedras Municipio
00777,ZCTA5 00777,72129,San Lorenzo Municipio
00778,ZCTA5 00778,72063,Gurabo Municipio
00778,ZCTA5 00778,72129,San Lorenzo Municipio
00780,ZCTA5 00780,72075,Juana Díaz Municipio
00780,ZCTA5 00780,72113,Ponce Municipio
00782,ZCTA5 00782,72019,Barranquitas Municipio
00782,ZCTA5 00782,72045,Comerío Municipio
00783,ZCTA5 00783,72019,Barranquitas Municipio
00783,ZCTA5 00783,72047,Corozal Municipio
00783,ZCTA5 00783,72135,Toa Alta Municipio
00784,ZCTA5 00784,72035,Cayey Municipio
00784,ZCTA5 00784,72057,Guayama Municipio
00784,ZCTA5 00784,72109,Patillas Municipio
00786,ZCTA5 00786,72009,Aibonito Municipio
00791,ZCTA5 00791,72069,Humacao Municipio
00791,ZCTA5 00791,72085,Las Piedras Municipio
00791,ZCTA5 00791,72151,Yabucoa Municipio
00794,ZCTA5 00794,72019,Barranquitas Municipio
00794,ZCTA5 00794,72043,Coamo Municipio
00795,ZCTA5 00795,72075,Juana Díaz Municipio
00802,ZCTA5 00802,78030,St. Thomas Island
00820,ZCTA5 00820,78010,St. Croix Island
00830,ZCTA5 00830,78020,St. John Island
00840,ZCTA5 00840,78010,St. Croix Island
00850,ZCTA5 00850,78010,St. Croix Island
00851,ZCTA5 00851,78010,St. Croix Island
00901,ZCTA5 00901,72127,San Juan Municipio
00906,ZCTA5 00906,72127,San Juan Municipio
00907,ZCTA5 00907,72127,San Juan Municipio
00909,ZCTA5 00909,72127,San Juan Municipio
00911,ZCTA5 00911,72127,San Juan Municipio
00912,ZCTA5 00912,72127,San Juan Municipio
00913,ZCTA5 00913,72127,San Juan Municipio
00915,ZCTA5 00915,72127,San Juan Municipio
00917,ZCTA5 00917,72127,San Juan Municipio
00918,ZCTA5 00918,72127,San Juan Municipio
00920,ZCTA5 00920,72127,San Juan Municipio
00921,ZCTA5 00921,72127,San Juan Municipio
00923,ZCTA5 00923,72127,San Juan Municipio
00924,ZCTA5 00924,72031,Carolina Municipio
00924,ZCTA5 00924,72127,San Juan Municipio
00925,ZCTA5 00925,72127,San Juan Municipio
00926,ZCTA5 00926,72061,Guaynabo Municipio
00926,ZCTA5 00926,72127,San Juan Municipio
00926,ZCTA5 00926,72139,Trujillo Alto Municipio
00927,ZCTA5 00927,72127,San Juan Municipio
00934,ZCTA5 00934,72021,Bayamón Municipio
00934,ZCTA5 00934,72061,Guaynabo Municipio
00949,ZCTA5 00949,72033,Cataño Municipio
00949,ZCTA5 00949,72135,Toa Alta Municipio
00949,ZCTA5 00949,72137,Toa Baja Municipio
00950,ZCTA5 00950,72051,Dorado Municipio
00951,ZCTA5 00951,72137,Toa Baja Municipio
00952,ZCTA5 00952,72137,Toa Baja Municipio
00953,ZCTA5 00953,72047,Corozal Municipio
00953,ZCTA5 00953,72135,Toa Alta Municipio
00953,ZCTA5 00953,72137,Toa Baja Municipio
00956,ZCTA5 00956,72007,Aguas Buenas Municipio
00956,ZCTA5 00956,72021,Bayamón Municipio
00956,ZCTA5 00956,72135,Toa Alta Municipio
00957,ZCTA5 00957,72021,Bayamón Municipio
00957,ZCTA5 00957,72135,Toa Alta Municipio
00959,ZCTA5 00959,72021,Bayamón Municipio
00959,ZCTA5 00959,72061,Guaynabo Municipio
00959,ZCTA5 00959,72135,Toa Alta Municipio
00959,ZCTA5 00959,72137,Toa Baja Municipio
00960,ZCTA5 00960,72021,Bayamón Municipio
00961,ZCTA5 00961,72021,Bayamón Municipio
00961,ZCTA5 00961,72033,Cataño Municipio
00962,ZCTA5 00962,72033,Cataño Municipio
00962,ZCTA5 00962,72061,Guaynabo Municipio
00965,ZCTA5 00965,72061,Guaynabo Municipio
00966,ZCTA5 00966,72021,Bayamón Municipio
00966,ZCTA5 00966,72061,Guaynabo Municipio
00966,ZCTA5 00966,72127,San Juan Municipio
00968,ZCTA5 00968,72061,Guaynabo Municipio
00969,ZCTA5 00969,72021,Bayamón Municipio
00969,ZCTA5 00969,72061,Guaynabo Municipio
00969,ZCTA5 00969,72127,San Juan Municipio
00971,ZCTA5 00971,72061,Guaynabo Municipio
00976,ZCTA5 00976,72031,Carolina Municipio
00976,ZCTA5 00976,72063,Gurabo Municipio
00976,ZCTA5 00976,72127,San Juan Municipio
00976,ZCTA5 00976,72139,Trujillo Alto Municipio
00979,ZCTA5 00979,72031,Carolina Municipio
00982,ZCTA5 00982,72031,Carolina Municipio
00983,ZCTA5 00983,72031,Carolina Municipio
00985,ZCTA5 00985,72031,Carolina Municipio
00987,ZCTA5 00987,72031,Carolina Municipio
00987,ZCTA5 00987,72139,Trujillo Alto Municipio
01001,ZCTA5 01001,25013,Hampden County
01002,ZCTA5 01002,25011,Franklin County
01002,ZCTA5 01002,25015,Hampshire County
01003,ZCTA5 01003,25015,Hampshire County
01005,ZCTA5 01005,25027,Worcester County
01007,ZCTA5 01007,25015,Hampshire County
01008,ZCTA5 01008,25003,Berkshire County
01008,ZCTA5 01008,25013,Hampden County
01009,ZCTA5 01009,25013,Hampden County
01010,ZCTA5 01010,25013,Hampden County
01010,ZCTA5 01010,25027,Worcester County
01011,ZCTA5 01011,25013,Hampden County
01011,ZCTA5 01011,25015,Hampshire County
01012,ZCTA5 01012,25015,Hampshire County
01013,ZCTA5 01013,25013,Hampden County
01020,ZCTA5 01020,25013,Hampden County
01022,ZCTA5 01022,25013,Hampden County
01026,ZCTA5 01026,25003,Berkshire County
01026,ZCTA5 01026,25015,Hampshire County
01027,ZCTA5 01027,25015,Hampshire County
01028,ZCTA5 01028,25013,Hampden County
01029,ZCTA5 01029,25003,Berkshire County
01030,ZCTA5 01030,25013,Hampden County
01031,ZCTA5 01031,25027,Worcester County
01032,ZCTA5 01032,25015,Hampshire County
01033,ZCTA5 01033,25015,Hampshire County
01034,ZCTA5 01034,25013,Hampden County
01035,ZCTA5 01035,25015,Hampshire County
01036,ZCTA5 01036,25013,Hampden County
01037,ZCTA5 01037,25027,Worcester County
01038,ZCTA5 01038,25015,Hampshire County
01039,ZCTA5 01039,25011,Franklin County
01039,ZCTA5 01039,25015,Hampshire County
01040,ZCTA5 01040,25013,Hampden County
01050,ZCTA5 01050,25013,Hampden County
01050,ZCTA5 01050,25015,Hampshire County
01053,ZCTA5 01053,25015,Hampshire County
01054,ZCTA5 01054,25011,Franklin County
01056,ZCTA5 01056,25013,Hampden County
01057,ZCTA5 01057,25013,Hampden County
01060,ZCTA5 01060,25015,Hampshire County
01062,ZCTA5 01062,25015,Hampshire County
01063,ZCTA5 01063,25015,Hampshire County
01066,ZCTA5 01066,25015,Hampshire County
01068,ZCTA5 01068,25027,Worcester County
01069,ZCTA5 01069,25013,Hampden County
01069,ZCTA5 01069,25015,Hampshire County
01070,ZCTA5 01070,25003,Berkshire County
01070,ZCTA5 01070,25015,Hampshire County
01071,ZCTA5 01071,25013,Hampden County
01072,ZCTA5 01072,25011,Franklin County
01073,ZCTA5 01073,25015,Hampshire County
01074,ZCTA5 01074,25027,Worcester County
01075,ZCTA5 01075,25015,Hampshire County
01077,ZCTA5 01077,25013,Hampden County
01079,ZCTA5 01079,25013,Hampden County
01080,ZCTA5 01080,25013,Hampden County
01081,ZCTA5 01081,25013,Hampden County
01082,ZCTA5 01082,25013,Hampden County
01082,ZCTA5 01082,25015,Hampshire County
01082,ZCTA5 01082,25027,Worcester County
01083,ZCTA5 01083,25027,Worcester County
01084,ZCTA5 01084,25015,Hampshire County
01085,ZCTA5 01085,25013,Hampden County
01088,ZCTA5 01088,25015,Hampshire County
01089,ZCTA5 01089,25013,Hampden County
01092,ZCTA5 01092,25027,Worcester County
01093,ZCTA5 01093,25011,Franklin County
01094,ZCTA5 01094,25027,Worcester County
01095,ZCTA5 01095,25013,Hampden County
01096,ZCTA5 01096,25011,Franklin County
01096,ZCTA5 01096,25015,Hampshire County
01097,ZCTA5 01097,25013,Hampden County
01098,ZCTA5 01098,25015,Hampshire County
01103,ZCTA5 01103,25013,Hampden County
01104,ZCTA5 01104,25013,Hampden County
01105,ZCTA5 01105,25013,Hampden County
01106,ZCTA5 01106,25013,Hampden County
01107,ZCTA5 01107,25013,Hampden County
01108,ZCTA5 01108,25013,Hampden County
01109,ZCTA5 01109,25013,Hampden County
01118,ZCTA5 01118,25013,Hampden County
01119,ZCTA5 01119,25013,Hampden County
01128,ZCTA5 01128,25013,Hampden County
01129,ZCTA5 01129,25013,Hampden County
01144,ZCTA5 01144,25013,Hampden County
01151,ZCTA5 01151,25013,Hampden County
01201,ZCTA5 01201,25003,Berkshire County
01220,ZCTA5 01220,25003,Berkshire County
01222,ZCTA5 01222,25003,Berkshire County
01223,ZCTA5 01223,25003,Berkshire County
01223,ZCTA5 01223,25013,Hampden County
01224,ZCTA5 01224,25003,Berkshire County
01225,ZCTA5 01225,25003,Berkshire County
01226,ZCTA5 01226,25003,Berkshire County
01229,ZCTA5 01229,25003,Berkshire County
01230,ZCTA5 01230,25003,Berkshire County
01235,ZCTA5 01235,25003,Berkshire County
01236,ZCTA5 01236,25003,Berkshire County
01237,ZCTA5 01237,25003,Berkshire County
01238,ZCTA5 01238,25003,Berkshire County
01240,ZCTA5 01240,25003,Berkshire County
01242,ZCTA5 01242,25003,Berkshire County
01243,ZCTA5 01243,25015,Hampshire County
01244,ZCTA5 01244,25003,Berkshire County
01245,ZCTA5 01245,25003,Berkshire County
01247,ZCTA5 01247,25003,Berkshire County
01253,ZCTA5 01253,25003,Berkshire County
01254,ZCTA5 01254,25003,Berkshire County
01255,ZCTA5 01255,25003,Berkshire County
01256,ZCTA5 01256,25003,Berkshire County
01257,ZCTA5 01257,25003,Berkshire County
01258,ZCTA5 01258,25003,Berkshire County
01259,ZCTA5 01259,25003,Berkshire County
01260,ZCTA5 01260,25003,Berkshire County
01262,ZCTA5 01262,25003,Berkshire County
01264,ZCTA5 01264,25003,Berkshire County
01266,ZCTA5 01266,25003,Berkshire County
01267,ZCTA5 01267,25003,Berkshire County
01270,ZCTA5 01270,25003,Berkshire County
01301,ZCTA5 01301,25011,Franklin County
01330,ZCTA5 01330,25011,Franklin County
01331,ZCTA5 01331,25011,Franklin County
01331,ZCTA5 01331,25027,Worcester County
01337,ZCTA5 01337,25011,Franklin County
01338,ZCTA5 01338,25011,Franklin County
01339,ZCTA5 01339,25011,Franklin County
01340,ZCTA5 01340,25011,Franklin County
01341,ZCTA5 01341,25011,Franklin County
01342,ZCTA5 01342,25011,Franklin County
01343,ZCTA5 01343,25003,Berkshire County
01344,ZCTA5 01344,25011,Franklin County
01346,ZCTA5 01346,25011,Franklin County
01347,ZCTA5 01347,25011,Franklin County
01349,ZCTA5 01349,25011,Franklin County
01350,ZCTA5 01350,25011,Franklin County
01351,ZCTA5 01351,25011,Franklin County
01354,ZCTA5 01354,25011,Franklin County
01355,ZCTA5 01355,25011,Franklin County
01360,ZCTA5 01360,25011,Franklin County
01364,ZCTA5 01364,25011,Franklin County
01366,ZCTA5 01366,25027,Worcester County
01367,ZCTA5 01367,25011,Franklin County
01368,ZCTA5 01368,25027,Worcester County
01370,ZCTA5 01370,25011,Franklin County
01373,ZCTA5 01373,25011,Franklin County
01375,ZCTA5 01375,25011,Franklin County
01376,ZCTA5 01376,25011,Franklin County
01378,ZCTA5 01378,25011,Franklin County
01379,ZCTA5 01379,25011,Franklin County
01380,ZCTA5 01380,25011,Franklin County
01420,ZCTA5 01420,25027,Worcester County
01430,ZCTA5 01430,25027,Worcester County
01431,ZCTA5 01431,25017,Middlesex County
01432,ZCTA5 01432,25017,Middlesex County
01434,ZCTA5 01434,25017,Middlesex County
01434,ZCTA5 01434,25027,Worcester County
01436,ZCTA5 01436,25027,Worcester County
01438,ZCTA5 01438,25027,Worcester County
01440,ZCTA5 01440,25027,Worcester County
01450,ZCTA5 01450,25017,Middlesex County
01451,ZCTA5 01451,25027,Worcester County
01452,ZCTA5 01452,25027,Worcester County
01453,ZCTA5 01453,25027,Worcester County
01460,ZCTA5 01460,25017,Middlesex County
01462,ZCTA5 01462,25027,Worcester County
01463,ZCTA5 01463,25017,Middlesex County
01464,ZCTA5 01464,25017,Middlesex County
01468,ZCTA5 01468,25027,Worcester County
01469,ZCTA5 01469,25017,Middlesex County
01473,ZCTA5 01473,25027,Worcester County
01474,ZCTA5 01474,25017,Middlesex County
01475,ZCTA5 01475,25027,Worcester County
01501,ZCTA5 01501,25027,Worcester County
01503,ZCTA5 01503,25027,Worcester County
01504,ZCTA5 01504,25027,Worcester County
01505,ZCTA5 01505,25027,Worcester County
01506,ZCTA5 01506,25027,Worcester County
01507,ZCTA5 01507,25027,Worcester County
01510,ZCTA5 01510,25027,Worcester County
01515,ZCTA5 01515,25027,Worcester County
01516,ZCTA5 01516,25027,Worcester County
01518,ZCTA5 01518,25027,Worcester County
01519,ZCTA5 01519,25027,Worcester County
01520,ZCTA5 01520,25027,Worcester County
01521,ZCTA5 01521,25013,Hampden County
01522,ZCTA5 01522,25027,Worcester County
01523,ZCTA5 01523,25027,Worcester County
01524,ZCTA5 01524,25027,Worcester County
01525,ZCTA5 01525,25027,Worcester County
01527,ZCTA5 01527,25027,Worcester County
01529,ZCTA5 01529,25027,Worcester County
01531,ZCTA5 01531,25027,Worcester County
01532,ZCTA5 01532,25027,Worcester County
01534,ZCTA5 01534,25027,Worcester County
01535,ZCTA5 01535,25027,Worcester County
01536,ZCTA5 01536,25027,Worcester County
01537,ZCTA5 01537,25027,Worcester County
01540,ZCTA5 01540,25027,Worcester County
01541,ZCTA5 01541,25027,Worcester County
01542,ZCTA5 01542,25027,Worcester County
01543,ZCTA5 01543,25027,Worcester County
01545,ZCTA5 01545,25027,Worcester County
01550,ZCTA5 01550,25027,Worcester County
01560,ZCTA5 01560,25027,Worcester County
01561,ZCTA5 01561,25027,Worcester County
01562,ZCTA5 01562,25027,Worcester County
01564,ZCTA5 01564,25027,Worcester County
01566,ZCTA5 01566,25027,Worcester County
01568,ZCTA5 01568,25027,Worcester County
01569,ZCTA5 01569,25027,Worcester County
01570,ZCTA5 01570,25027,Worcester County
01571,ZCTA5 01571,25027,Worcester County
01581,ZCTA5 01581,25027,Worcester County
01583,ZCTA5 01583,25027,Worcester County
01585,ZCTA5 01585,25027,Worcester County
01588,ZCTA5 01588,25027,Worcester County
01590,ZCTA5 01590,25027,Worcester County
01602,ZCTA5 01602,25027,Worcester County
01603,ZCTA5 01603,25027,Worcester County
01604,ZCTA5 01604,25027,Worcester County
01605,ZCTA5 01605,25027,Worcester County
01606,ZCTA5 01606,25027,Worcester County
01607,ZCTA5 01607,25027,Worcester County
01608,ZCTA5 01608,25027,Worcester County
01609,ZCTA5 01609,25027,Worcester County
01610,ZCTA5 01610,25027,Worcester County
01611,ZCTA5 01611,25027,Worcester County
01612,ZCTA5 01612,25027,Worcester County
01701,ZCTA5 01701,25017,Middlesex County
01702,ZCTA5 01702,25017,Middlesex County
01718,ZCTA5 01718,25017,Middlesex County
01719,ZCTA5 01719,25017,Middlesex County
01720,ZCTA5 01720,25017,Middlesex County
01721,ZCTA5 01721,25017,Middlesex County
01730,ZCTA5 01730,25017,Middlesex County
01731,ZCTA5 01731,25017,Middlesex County
01740,ZCTA5 01740,25027,Worcester County
01741,ZCTA5 01741,25017,Middlesex County
01742,ZCTA5 01742,25017,Middlesex County
01745,ZCTA5 01745,25027,Worcester County
01746,ZCTA5 01746,25017,Middlesex County
01747,ZCTA5 01747,25027,Worcester County
01748,ZCTA5 01748,25017,Middlesex County
01749,ZCTA5 01749,25017,Middlesex County
01752,ZCTA5 01752,25017,Middlesex County
01754,ZCTA5 01754,25017,Middlesex County
01756,ZCTA5 01756,25027,Worcester County
01757,ZCTA5 01757,25027,Worcester County
01760,ZCTA5 01760,25017,Middlesex County
01770,ZCTA5 01770,25017,Middlesex County
01772,ZCTA5 01772,25027,Worcester County
01773,ZCTA5 01773,25017,Middlesex County
01775,ZCTA5 01775,25017,Middlesex County
01776,ZCTA5 01776,25017,Middlesex County
01778,ZCTA5 01778,25017,Middlesex County
01801,ZCTA5 01801,25017,Middlesex County
01803,ZCTA5 01803,25017,Middlesex County
01810,ZCTA5 01810,25009,Essex County
01821,ZCTA5 01821,25017,Middlesex County
01824,ZCTA5 01824,25017,Middlesex County
01826,ZCTA5 01826,25009,Essex County
01826,ZCTA5 01826,25017,Middlesex County
01827,ZCTA5 01827,25017,Middlesex County
01830,ZCTA5 01830,25009,Essex County
01832,ZCTA5 01832,25009,Essex County
01833,ZCTA5 01833,25009,Essex County
01834,ZCTA5 01834,25009,Essex County
01835,ZCTA5 01835,25009,Essex County
01840,ZCTA5 01840,25009,Essex County
01841,ZCTA5 01841,25009,Essex County
01843,ZCTA5 01843,25009,Essex County
01844,ZCTA5 01844,25009,Essex County
01845,ZCTA5 01845,25009,Essex County
01850,ZCTA5 01850,25017,Middlesex County
01851,ZCTA5 01851,25017,Middlesex County
01852,ZCTA5 01852,25017,Middlesex County
01854,ZCTA5 01854,25017,Middlesex County
01860,ZCTA5 01860,25009,Essex County
